	0.0516
ある	0.0335
なる	0.0310
論告	0.0275
考える	0.0258
求刑	0.0234
懲役X年	0.0211
場合求刑	0.0211
例ある	0.0207
求刑超える判決	0.0186
いる	0.0176
適用意見	0.0159
述べるられること	0.0159
法律適用	0.0159
死刑判決	0.0159
検察官	0.0159
違法	0.0155
場合ある	0.0155
する	0.0155
ことある	0.0155
いる場合	0.0155
裁判所	0.0128
被告	0.0128
無罪	0.0128
求刑する	0.0128
求めること	0.0128
検察官事実	0.0128
年判決求刑	0.0128
大阪地裁懲役	0.0128
大阪地裁	0.0128
執行猶予	0.0128
判決求刑懲役	0.0128
下すれる	0.0128
するいる	0.0128
よう	0.0106
訂正する	0.0103
行う	0.0103
月27日	0.0103
するおる	0.0103
こと多い	0.0103
陳述する	0.0093
量刑相場	0.0093
重い判決	0.0093
適用裁判官	0.0093
過去例	0.0093
述べる論告	0.0093
超える判決例	0.0093
論告求刑	0.0093
論告最後	0.0093
論告いう	0.0093
話・編	0.0093
証拠調べ	0.0093
証拠自白法則	0.0093
言葉求刑	0.0093
裁判所検察官	0.0093
裁判官専権	0.0093
裁判官しかる	0.0093
裁判員裁判	0.0093
被告懲役X	0.0093
被告懲役	0.0093
被告人	0.0093
行うれるもの	0.0093
自首起訴公訴	0.0093
考えるられる	0.0093
終わる後	0.0093
科刑意見	0.0093
相当法条適用	0.0093
相当	0.0093
疑い生じる	0.0093
男死刑判決	0.0093
男死刑	0.0093
生じる場合	0.0093
理解するれる	0.0093
無期懲役	0.0093
無実明らか	0.0093
法適用	0.0093
法律関連	0.0093
法分野	0.0093
求刑懲役2年	0.0093
求刑懲役2	0.0093
求めるられること	0.0093
求めるいる	0.0093
死刑判決控訴	0.0093
歳男	0.0093
検証被害届	0.0093
検察官相当	0.0093
検察官法律	0.0093
検察官求刑	0.0093
最新	0.0093
明らかなる	0.0093
拘束するれる	0.0093
手続うち	0.0093
懲役8年	0.0093
懲役3年判決	0.0093
懲役3年	0.0093
意見述べる	0.0093
意見一部	0.0093
思料する	0.0093
心神耗弱心神喪失	0.0093
心神喪失疑い	0.0093
後検察官	0.0093
形式	0.0093
強盗殺人事件	0.0093
年6か月	0.0093
年2007年	0.0093
実務	0.0093
実刑判決	0.0093
始まること	0.0093
多い論告	0.0093
多い	0.0093
報道する	0.0093
執行猶予無罪	0.0093
執行猶予判決	0.0093
地裁懲役3	0.0093
告訴告発	0.0093
取り下げる死刑確定	0.0093
取り上げる	0.0093
加筆訂正	0.0093
制度被害者	0.0093
判決目安	0.0093
判決場合	0.0093
判例	0.0093
刑事訴訟法	0.0093
刑事裁判	0.0093
処する相当	0.0093
公判中	0.0093
以上諸般	0.0093
令状主義逮捕	0.0093
交通死亡事故	0.0093
事実法律	0.0093
事例ある	0.0093
事件大阪地裁	0.0093
並べて呼ぶこと	0.0093
下さる協力者	0.0093
ウィキペディアWikipedia	0.0093
れる	0.0093
なる場合	0.0093
するれるいる	0.0093
しかる判断	0.0093
ご自身	0.0093
ご相談くださる	0.0093
この記事	0.0093
きゅうけい	0.0093
お読むくださる	0.0093
うち検察官	0.0093
いう求刑	0.0093
ある最近	0.0093
ある判例	0.0093
あるマスメディア	0.0093
X年処する	0.0093
3年判決	0.0093
過去	0.0085
いる1	0.0085
するれる	0.0079
黙秘権証拠調べ	0.0052
黙秘権証拠	0.0052
黒人米兵愛人	0.0052
黒人米兵	0.0052
鹿児島地裁罰金	0.0052
鹿児島地裁	0.0052
項証拠	0.0052
項目編集ウィキプロジェクト刑法	0.0052
項目特に記述	0.0052
項目概要編集刑事	0.0052
項目この	0.0052
非表示1概要	0.0052
集幻冬舎	0.0052
限り日本国内	0.0052
阪和線置石事件	0.0052
関連項目編集ウィキプロジェクト	0.0052
関連項目編集	0.0052
関連項目概要編集	0.0052
関連教科書	0.0052
関連専門家	0.0052
長嶺超輝	0.0052
量刑論告この	0.0052
量刑執行猶予	0.0052
量刑執行	0.0052
重い判決求刑	0.0052
部分取り上げる	0.0052
遭遇する事件	0.0052
遭遇する	0.0052
適用裁判所	0.0052
適用上	0.0052
適用するれる法律	0.0052
適用するれる	0.0052
適用	0.0052
遣い述べるられる	0.0052
違法収集証拠排除	0.0052
違法ない	0.0052
違反事件鹿児島	0.0052
道路交通法違反	0.0052
道死亡事故	0.0052
逮捕勾留捜索	0.0052
連続強盗殺傷事件	0.0052
連続強盗殺傷	0.0052
輝裁判官	0.0052
超輝裁判官	0.0052
超える判決	0.0052
起訴猶予検察審査	0.0052
起訴猶予検察	0.0052
起訴公訴公訴	0.0052
起訴便宜主義	0.0052
起訴する公訴	0.0052
起訴する	0.0052
警察職員検察官	0.0052
諸般事情	0.0052
論告言葉	0.0052
論告求刑弁論	0.0052
論告執行猶予	0.0052
論告執行	0.0052
論告この求刑	0.0052
請求保釈公判	0.0052
調べ証拠自白	0.0052
調べ終わる	0.0052
読むくださる日本	0.0052
認否黙秘権	0.0052
証拠調べ証拠	0.0052
証拠調べ終わる	0.0052
証拠排除法則	0.0052
訴訟規則捜査強制	0.0052
訴訟法関連	0.0052
訴訟法法法	0.0052
訴訟法刑事	0.0052
訴訟法293条	0.0052
訴因起訴便宜主義	0.0052
訴因起訴便宜	0.0052
記述ない限り	0.0052
記事加筆	0.0052
言葉集	0.0052
言葉遣い述べる	0.0052
言葉遣い	0.0052
言葉	0.0052
言い渡すれる事例	0.0052
解説書ある	0.0052
解説書	0.0052
解説するいる	0.0052
解説する	0.0052
規則捜査強制処分	0.0052
補強法則論告求刑	0.0052
補強法則論告	0.0052
裁判手続	0.0052
裁判所裁判官刑事訴訟	0.0052
裁判所求めること	0.0052
裁判所求める	0.0052
裁判官爆笑お	0.0052
裁判官爆笑	0.0052
裁判官刑事訴訟法	0.0052
裁判始まる	0.0052
裁判員制度	0.0052
被疑者被告人	0.0052
被害者司法警察	0.0052
被害者司法	0.0052
被害者参加制度	0.0052
被害者参加	0.0052
被害届告訴	0.0052
被告人無実	0.0052
被告人懲役	0.0052
被告人弁護	0.0052
表話・	0.0052
表示1概要1	0.0052
行うれる	0.0052
致傷事件懲役	0.0052
自身現実	0.0052
自白法則伝聞	0.0052
脚注編集ヘルプ1	0.0052
脚注編集ヘルプ	0.0052
脚注3関連項目	0.0052
職員検察官裁判所	0.0052
者被告人	0.0052
者求める	0.0052
者司法警察職員	0.0052
者参加制度判決	0.0052
考慮する相当	0.0052
考慮する	0.0052
考える刑罰適用	0.0052
考える刑罰	0.0052
罰金1万5000	0.0052
罰金15万円	0.0052
罰金15万	0.0052
罰する公訴	0.0052
罰する	0.0052
置石事件大阪	0.0052
罪状認否黙秘	0.0052
編集刑事訴訟法	0.0052
編集ヘルプ1長嶺	0.0052
編集ウィキプロジェクト刑法犯罪	0.0052
編集1996年11	0.0052
編歴求刑	0.0052
米兵愛人女性	0.0052
移動ナビゲーション検索この	0.0052
移動ナビゲーション検索	0.0052
移動ナビゲーション	0.0052
秋田地裁強盗	0.0052
秋田地裁	0.0052
禁固1年6	0.0052
確定脚注編集	0.0052
相談くださる免責	0.0052
相当考える刑罰	0.0052
相当考える	0.0052
相当思料する	0.0052
相当思料	0.0052
相場実刑	0.0052
目次非表示1	0.0052
目次非表示	0.0052
目安するれる	0.0052
目安する	0.0052
百科事典ウィキペディア	0.0052
疑わしい罰する	0.0052
疑わしい罰	0.0052
理刑法刑事	0.0052
現実遭遇する	0.0052
現実遭遇	0.0052
猶予無罪疑わしい	0.0052
猶予求めるられる	0.0052
猶予検察審査会	0.0052
猶予判決場合	0.0052
猶予付す場合	0.0052
犯罪ウィキブックス刑事	0.0052
特に記述ない	0.0052
特に記述	0.0052
爆笑お言葉集	0.0052
爆笑お言葉	0.0052
無罪疑わしい	0.0052
無罪求刑	0.0052
無期懲役求刑	0.0052
無期懲役1957	0.0052
法関連教科書	0.0052
法違反事件	0.0052
法条適用上	0.0052
法律関連専門	0.0052
法律意見	0.0052
法律上必ず行う	0.0052
法律上必ず	0.0052
法律上	0.0052
法学PJ法学	0.0052
法学	0.0052
法則違法収集証拠	0.0052
法則論告求刑	0.0052
法則補強法則	0.0052
法則伝聞法則	0.0052
法刑事訴訟	0.0052
法分野属する	0.0052
法令解説する	0.0052
法令解説	0.0052
法令改正反映	0.0052
法令改正	0.0052
法293条1	0.0052
法	0.0052
求刑超える	0.0052
求刑行う	0.0052
求刑罰金1万	0.0052
求刑罰金1	0.0052
求刑禁固1年	0.0052
求刑禁固1	0.0052
求刑死刑	0.0052
求刑検察官	0.0052
求刑放棄する	0.0052
求刑放棄	0.0052
求刑拘束する	0.0052
求刑拘束	0.0052
求刑懲役7年	0.0052
求刑懲役7	0.0052
求刑懲役10年	0.0052
求刑懲役10	0.0052
求刑弁論裁判	0.0052
求刑含意する	0.0052
求刑含意	0.0052
求刑出典フリー百科	0.0052
求刑並べて	0.0052
求刑そのまま容れる	0.0052
求刑そのまま	0.0052
求刑する刑罰	0.0052
求刑する例	0.0052
求刑きゅうけい	0.0052
求刑7掛ける	0.0052
求刑7	0.0052
求めること科	0.0052
殺傷事件黒人	0.0052
殺人事件27	0.0052
殺人事件20	0.0052
殺人事件	0.0052
死刑確定脚注	0.0052
死刑判決言い渡す	0.0052
死刑判決1957年	0.0052
死刑判決1957	0.0052
死亡事故大阪	0.0052
死亡事故京都	0.0052
歴求刑きゅう	0.0052
歴求刑	0.0052
