	0.0503
なる	0.0419
長野市	0.0415
川中島合戦	0.0415
アルウィン	0.0381
Jリーグ	0.0381
行なうれる	0.0335
困難なる	0.0335
できる	0.0335
するおる	0.0335
甲府側	0.0302
松本アルウィン	0.0302
開催困難	0.0257
ホームタウンする	0.0257
ある松本市	0.0257
すること	0.0252
試合前	0.0207
試合	0.0207
松本山雅	0.0207
川中島ダービー	0.0207
川中島	0.0207
参入する	0.0207
アルウィン試合	0.0207
2003年	0.0207
いる	0.0190
開催するれる	0.0168
長野	0.0168
行なうこと	0.0168
獲得する	0.0168
所属する	0.0168
存在する	0.0168
2006年	0.0168
開催	0.0150
長野県側	0.0150
銘打つ大々的	0.0150
通称アルウィン	0.0150
越後信濃	0.0150
試合行なうこと	0.0150
試合行なう	0.0150
試合会場	0.0150
規格スタジアム	0.0150
行なうれる年	0.0150
行なういる	0.0150
競技場	0.0150
着る武将	0.0150
目指すいるチーム	0.0150
目指すいる	0.0150
皆無	0.0150
甲斐越後	0.0150
甲府方	0.0150
甲冑着る	0.0150
特殊事情	0.0150
武田甲府	0.0150
武将戦う	0.0150
様々イベント	0.0150
東北電力スタジアム	0.0150
方分かれる	0.0150
方上杉	0.0150
新潟方	0.0150
新潟対戦	0.0150
整うこと	0.0150
戦績編集ここ	0.0150
戦う様々	0.0150
戦いなぞらえる	0.0150
意識するよう	0.0150
平成川中島合戦	0.0150
川中島戦い	0.0150
川中島アルウィン	0.0150
将来参加目指す	0.0150
将来参加	0.0150
対戦新潟	0.0150
対戦する試合	0.0150
対戦する	0.0150
実施するれる	0.0150
大々的PR	0.0150
場合ホームタウン	0.0150
地域リーグ	0.0150
同市ホームタウン	0.0150
同一ディビジョン	0.0150
参加目指す	0.0150
参入する場合	0.0150
分かれる甲冑	0.0150
使うれるよう	0.0150
作成カテゴリ日本	0.0150
互いホームグラウンド	0.0150
上杉新潟	0.0150
一つ	0.0150
ヴァンフォーレ甲府	0.0150
リーグ将来参加	0.0150
リーグ参入する	0.0150
ホームタウン問題	0.0150
ホームグラウンド	0.0150
ダービーマッチ	0.0150
スタジアムできる	0.0150
ウィキペディアWikipedia	0.0150
アルウィンある松本	0.0150
アルウィンある	0.0150
れるいる	0.0150
ほぼ同じ環境	0.0150
ない限り試合	0.0150
ため特殊	0.0150
ため川中島	0.0150
ため	0.0150
そのため	0.0150
する場合	0.0150
こと皆無	0.0150
こと指す	0.0150
こと	0.0150
かつて戦国時代	0.0150
いるチーム	0.0150
PR行なう	0.0150
PRする	0.0150
Jリーグ規格	0.0150
Jリーグ将来	0.0150
Jリーグ参入	0.0150
2007年	0.0150
2004年	0.0138
項目編集日本	0.0084
項目概要編集甲府	0.0084
非表示1概要	0.0084
雅同様Jリーグ	0.0084
雅Jリーグ	0.0084
雅FCアルウィン	0.0084
限り試合行なう	0.0084
関連項目編集日本	0.0084
関連項目編集	0.0084
関連項目概要編集	0.0084
長野市ある	0.0084
長野パルセイロ同市	0.0084
銘打つ	0.0084
違うため対戦する	0.0084
違うため対戦	0.0084
越後国上杉	0.0084
越後国	0.0084
謙信信濃国	0.0084
試合行なうれる	0.0084
試合掲載する	0.0084
試合掲載	0.0084
試合基本的	0.0084
試合基本	0.0084
試合会場互い	0.0084
試合なる	0.0084
試合こと	0.0084
観客数2003年	0.0084
表示1概要2	0.0084
行なうれる川中島	0.0084
行なうれるいる	0.0084
行なうことなる	0.0084
行なうことできる	0.0084
行うJリーグ	0.0084
行うJ	0.0084
編集甲府新潟	0.0084
編集日本フットボールリーグ	0.0084
編集日本ダービー	0.0084
編集ここ	0.0084
総合球技場	0.0084
節甲府21	0.0084
節甲府04	0.0084
節ホームスコアアウェイ	0.0084
第7節甲府	0.0084
第30節甲府	0.0084
移動ナビゲーション検索川中島	0.0084
移動ナビゲーション検索	0.0084
移動ナビゲーション	0.0084
社会人リーグ	0.0084
県側サポーター	0.0084
目次非表示1	0.0084
目次非表示	0.0084
的甲府側	0.0084
百科事典ウィキペディア	0.0084
発生するためアルウィン	0.0084
発生するため	0.0084
申請行う	0.0084
甲斐国武田	0.0084
甲斐国	0.0084
甲斐	0.0084
甲府新潟	0.0084
甲府側長野	0.0084
甲府側主催	0.0084
甲府アルビレックス新潟新潟	0.0084
甲府アルビレックス新潟	0.0084
甲府21新潟	0.0084
甲府04新潟	0.0084
環境整う	0.0084
球技場通称	0.0084
現東北電力スタジアム	0.0084
現東北電力	0.0084
準会員申請	0.0084
武田信玄越後	0.0084
武田信玄	0.0084
武田	0.0084
概要編集甲府	0.0084
概要2戦績3	0.0084
検索川中島ダービー	0.0084
松本平広域公園	0.0084
松本平広域	0.0084
松本平	0.0084
松本市ホームタウン	0.0084
松本市	0.0084
松本山雅同様	0.0084
松本山雅FC	0.0084
松本アルウィン開催	0.0084
本山雅FC	0.0084
月日節ホーム	0.0084
月8日J	0.0084
月30日J	0.0084
時代甲斐国	0.0084
旧JFL参入	0.0084
旧JFL	0.0084
日節ホームスコア	0.0084
日本プロサッカーリーグJ	0.0084
日本プロサッカーリーグ	0.0084
日本フットボールリーグ	0.0084
日本ダービーマッチ	0.0084
日本サッカー	0.0084
日J2第	0.0084
日J1第	0.0084
新潟旧JFL	0.0084
新潟旧	0.0084
新潟対戦する	0.0084
新潟側新潟	0.0084
新潟側	0.0084
新潟スタジアム現	0.0084
新潟スタジアム	0.0084
新潟14599人	0.0084
新潟13043人	0.0084
数2003年8	0.0084
掲載する年	0.0084
掲載する	0.0084
指す目次非	0.0084
指す目次	0.0084
所属する松本山	0.0084
所属する松	0.0084
所属するAC長野	0.0084
所属するAC	0.0084
戦績3川中島	0.0084
戦績	0.0084
戦国時代甲斐	0.0084
意識するPR	0.0084
意識する	0.0084
広域公園総合球技	0.0084
年甲府側	0.0084
年月日節	0.0084
年月日	0.0084
年新潟側	0.0084
年実施する	0.0084
年同一	0.0084
年ディビジョン	0.0084
年8月30	0.0084
年4月8	0.0084
年2008年	0.0084
年2006年	0.0084
年2005年	0.0084
平成川中島	0.0084
平成	0.0084
平広域公園総合	0.0084
市開催	0.0084
市ホームタウン	0.0084
市ある	0.0084
市J	0.0084
市	0.0084
川中島意識する	0.0084
川中島意識	0.0084
川中島合戦意識	0.0084
川中島ダービー行なう	0.0084
川中島ダービー出典フリー	0.0084
川中島タービー今後	0.0084
川中島タービー	0.0084
山雅同様J	0.0084
山雅J	0.0084
