	-0.2738
0592	0.0029
07	0.0029
1	0.0410
10	0.0229
1028	0.0029
1046	0.0029
11	0.0024
12	0.0029
1235	0.0029
135	0.0029
138	0.0029
139	0.0029
14	0.0029
15	0.0057
17	0.0029
18	0.0077
180	0.0024
181	0.0029
182	0.0029
1889	0.0051
19	0.0029
1940	0.0029
195	0.0029
1953	0.0029
1955	0.0057
1959	0.0057
1967	0.0026
1979	0.0088
1986	0.0029
1994	0.0029
1999	0.0029
2	0.0149
2000	0.0029
2003	0.0029
2006	0.0086
2007	0.0022
22	0.0057
274	0.0029
28	0.0029
29	0.0026
3	0.0201
30	0.0086
30365	0.0029
33	0.0029
34	0.0086
361	0.0029
371	0.0029
387	0.0029
4	0.0154
42	0.0029
429	0.0029
43	0.0029
430	0.0029
480	0.0029
5	0.0103
54	0.0026
561	0.0029
6	0.0057
61	0.0029
64	0.0029
643	0.0029
7	0.0206
789	0.0029
8	0.0172
9	0.0057
90	0.0029
96	0.0029
961	0.0029
JR	0.0029
Wikipedia	0.0029
km	0.0014
あ	0.0057
あおい	0.0029
あさい	0.0029
あら	0.0057
ある	0.0307
いい	0.0029
いう	0.0077
いずれ	0.0029
いる	0.0241
いわゆる	0.0029
おこし	0.0029
おして	0.0029
おもい	0.0029
お互い	0.0029
お寺	0.0029
かつて	0.0051
かつらぎ	0.0029
がる	0.0088
きっかけ	0.0029
ぎ	0.0029
ぎす	0.0029
ぎり	0.0029
くい	0.0029
くすむ	0.0029
こう	0.0115
ここ	0.0029
こと	0.0086
この	0.0026
これ	0.0057
さ	0.0022
しいる	0.0029
しかれる	0.0029
しき	0.0029
しみず	0.0051
しら	0.0029
すでに	0.0029
する	0.0266
その	0.0057
その後	0.0029
それ	0.0172
たしょう	0.0029
ため	0.0026
ちょう	0.0029
ちる	0.0051
つくる	0.0029
つながり	0.0029
できる	0.0029
ない	0.0057
なか	0.0029
なる	0.0212
の	0.0057
のち	0.0029
はじめ	0.0029
はたち	0.0029
ぶどう	0.0029
ぶん	0.0022
ほう	0.0029
ほか	0.0029
ほぼ	0.0029
ま	0.0057
まち	0.0029
むしろ	0.0029
もの	0.0029
や	0.0029
ゅうおうこうとうがっこうしみずぶんこう	0.0029
ゅうがっこう	0.0071
ゆき	0.0029
ょうがっこう	0.0071
よい	0.0029
よる	0.0024
れる	0.0237
ウィキプロジェクト	0.0029
ウィキペディア	0.0029
カテゴリ	0.0029
キャンプ	0.0026
コード	0.0029
サイト	0.0029
シュロ	0.0051
スカイライン	0.0029
スギ	0.0029
スポット	0.0115
センター	0.0057
ダム	0.0071
テンプレート	0.0029
データ	0.0051
ナビゲーション	0.0029
ノート	0.0029
バス	0.0012
フリー	0.0029
ミヤマツツジ	0.0029
ヤマガラ	0.0029
リンク	0.0071
一般	0.0029
一覧	0.0029
一部	0.0029
三瀬川	0.0029
三田	0.0029
上る	0.0029
上流	0.0029
上湯川	0.0029
下湯川	0.0051
不動明王	0.0029
不振	0.0029
中原	0.0026
中央	0.0031
中学校	0.0088
丹生	0.0029
久野原	0.0088
亀甲	0.0029
事典	0.0029
事項	0.0029
二	0.0024
二川	0.0172
二沢	0.0029
五	0.0129
五郷	0.0029
井谷	0.0029
交流	0.0029
交通	0.0041
人	0.0029
人口	0.0029
代表	0.0021
以上	0.0029
以下	0.0057
任期	0.0029
休校	0.0029
位	0.0026
位置	0.0057
作成	0.0029
例	0.0029
健康	0.0029
催事	0.0051
像	0.0029
元気	0.0029
