	-0.3108
1	0.0043
1967	0.0056
1975	0.0063
1977	0.0063
1979	0.0048
1980	0.0251
1984	0.0112
2	0.0041
2009	0.0103
59	0.0063
Anthropology	0.0063
Category	0.0063
Economic	0.0063
H	0.0112
J	0.0096
Society	0.0063
Wikipedia	0.0063
for	0.0056
—	0.0056
ある	0.0052
いる	0.0122
おる	0.0048
くる	0.0125
けい	0.0063
ここ	0.0063
こと	0.0125
これ	0.0063
ざいじんるいがく	0.0063
しばしば	0.0063
すでに	0.0063
する	0.0227
そうした	0.0063
その	0.0063
ちく	0.0063
なる	0.0052
ま	0.0063
もと	0.0063
もの	0.0125
られる	0.0112
れる	0.0259
インドネシア	0.0063
ウィキペディア	0.0063
カテゴリ	0.0063
カール	0.0192
クラ	0.0063
クリフォード・ギアツ	0.0112
クロード・メイヤスー	0.0063
コモンズ	0.0063
サイ	0.0063
システム	0.0169
ジェンダー	0.0063
ジョージ	0.0063
スチュワード	0.0112
スト	0.0063
ソ連	0.0056
ダグラス	0.0063
チャヤーノフ	0.0063
データ	0.0056
ドルトン	0.0063
ナビゲーション	0.0063
ハリー・ピアスン	0.0063
フィールドワーク	0.0112
フランソワ・プィヨン	0.0063
フリー	0.0063
ブロニスワフ・マリノフスキ	0.0155
ポストコロニアリズム	0.0063
ポランニー	0.0226
マイケル	0.0063
マリノフスキー	0.0063
マル	0.0063
マルセル・モース	0.0112
マーシャル・サーリンズ	0.0155
メアリ	0.0063
メイン	0.0063
メカニズム	0.0063
メディア	0.0063
メルヴィル・ハースコヴィッツ	0.0063
モデル	0.0063
モーリス・ゴドリエ	0.0063
レヴィ	0.0063
ロース	0.0063
・	0.0063
一	0.0125
一時	0.0063
一般	0.0125
一部	0.0063
下位	0.0063
与える	0.0063
世帯	0.0063
世界	0.0052
中	0.0063
中央公論社	0.0063
中野	0.0048
主義	0.0192
主要	0.0063
事典	0.0063
互酬	0.0063
交換	0.0125
交易	0.0155
人種	0.0063
人間	0.0103
人類	0.0586
仁司	0.0063
今村	0.0063
代名詞	0.0063
会	0.0043
体	0.0063
体制	0.0063
作成	0.0063
先史	0.0052
共同	0.0063
再	0.0063
出典	0.0063
出版	0.0144
出現	0.0063
分析	0.0063
分野	0.0125
利用	0.0063
制	0.0125
動かす	0.0063
化	0.0188
医療	0.0063
原口	0.0063
原理	0.0063
参与	0.0063
参考	0.0056
取り組む	0.0063
受ける	0.0112
可能	0.0063
史	0.0052
史家	0.0063
史郎	0.0063
吉沢	0.0063
吉田	0.0026
同じ	0.0063
名著	0.0063
吾	0.0063
呼ぶ	0.0056
問題	0.0125
喜	0.0063
地	0.0125
埋め込む	0.0063
基づく	0.0063
変化	0.0063
多い	0.0063
多く	0.0063
大	0.0063
大いに	0.0063
大きな	0.0063
太田	0.0063
学	0.2943
学者	0.0155
学芸	0.0063
宗教	0.0063
定式	0.0063
定性的	0.0063
家内	0.0063
家族	0.0125
対象	0.0063
局	0.0125
山内	0.0112
山口	0.0063
岩波書店	0.0112
崩壊	0.0063
川田	0.0063
市場	0.0376
年	0.0674
序説	0.0063
建彦	0.0112
形成	0.0063
影響	0.0169
彼	0.0063
後	0.0063
得る	0.0063
応用	0.0063
忠	0.0063
性	0.0063
慎一郎	0.0192
手法	0.0063
扱う	0.0112
持つ	0.0063
持続	0.0063
採集	0.0063
教科書	0.0056
文化	0.0516
文庫	0.0063
文献	0.0056
新訳	0.0063
日本ブリタニカ	0.0063
昌男	0.0063
映像	0.0063
昶	0.0112
時代	0.0125
杉村	0.0063
東洋経済新報社	0.0112
栖原	0.0063
栗本	0.0192
植民	0.0125
検索	0.0063
概念	0.0112
概要	0.0063
様式	0.0056
機能	0.0063
武彦	0.0063
歴る	0.0063
民族	0.0155
江川	0.0063
沈黙	0.0063
泉	0.0063
法人	0.0063
法政大学	0.0112
深い	0.0063
港	0.0048
版	0.0063
特に	0.0063
狩猟	0.0063
玉野井	0.0112
現在	0.0063
現象	0.0063
理論	0.0169
環境	0.0251
生態	0.0192
生産	0.0056
用いる	0.0063
異なる	0.0125
百科	0.0063
的	0.0226
相対	0.0063
知る	0.0063
石器	0.0063
研究	0.0313
社会	0.0787
禎	0.0063
移動	0.0063
稀	0.0063
章	0.0063
端緒	0.0063
筑摩書房	0.0112
純一	0.0063
経済	0.1966
結婚	0.0063
編	0.0188
編集	0.0155
考古	0.0063
考古学	0.0063
者	0.0206
自然	0.0063
自給	0.0063
航海	0.0112
芳美	0.0063
芳郎	0.0112
英成	0.0063
英語	0.0125
著名	0.0063
虚構	0.0063
行動	0.0052
表	0.0063
複雑	0.0063
西太平洋	0.0112
西欧	0.0063
見る	0.0112
親族	0.0063
観察	0.0063
言語	0.0063
記事	0.0063
訳	0.0618
話	0.0063
誌	0.0063
課題	0.0063
論	0.0063
論じる	0.0063
謹也	0.0063
象徴	0.0063
財貨	0.0063
貨幣	0.0063
資本	0.0112
資源	0.0063
贈与	0.0155
転換	0.0063
農家	0.0125
農村	0.0056
農業	0.0125
近代	0.0063
近年	0.0063
造	0.0063
進化	0.0063
遠洋	0.0112
遺著	0.0063
都市	0.0056
配分	0.0063
野口	0.0112
長尾	0.0063
長期間	0.0063
開く	0.0063
関係	0.0125
関心	0.0063
関連	0.0125
阿部	0.0063
靖	0.0063
非	0.0188
項目	0.0063
順	0.0063
領域	0.0063
類	0.0063
高まり	0.0063
