	-0.3171
1895	0.0211
1913	0.0117
1914	0.0117
1920	0.0117
1921	0.0105
1922	0.0316
1924	0.0235
1926	0.0254
1927	0.0352
1930	0.0235
1932	0.0117
1942	0.0097
1943	0.0117
1953	0.0117
1955	0.0117
1958	0.0117
1962	0.0117
1965	0.0105
1966	0.0211
Wikipedia	0.0117
くら	0.0117
ここ	0.0117
する	0.0284
その後	0.0117
ちかただ	0.0117
なる	0.0097
ら	0.0235
アメリカ	0.0117
ウィキペディア	0.0117
エジプト	0.0117
カテゴリ	0.0117
グロピウス	0.0290
シオン	0.0117
ジードルンク	0.0117
タウト	0.0117
ドイツ	0.0117
ナビゲーション	0.0117
バウハウス	0.0117
フリー	0.0117
ブルー	0.0117
モダニズム	0.0117
ルネッサンス	0.0117
ロダン	0.0117
ワイマール	0.0117
三	0.0097
三橋	0.0117
上野公園	0.0117
中條	0.0117
事典	0.0117
事務所	0.0424
京王	0.0117
人物	0.0097
以後	0.0117
会	0.0321
会堂	0.0117
作品	0.0080
作成	0.0117
元	0.0117
先輩	0.0117
入学	0.0105
入所	0.0211
共	0.0080
共和	0.0097
出典	0.0117
出身	0.0235
分離	0.0211
前身	0.0352
創造	0.0117
千葉大学	0.0211
卒業	0.0117
博士	0.0117
博覧	0.0117
印度	0.0117
参加	0.0235
取得	0.0117
史	0.0194
号	0.0117
同	0.0105
周	0.0587
員	0.0105
四郎	0.0117
国	0.0117
堀口	0.0117
多	0.0180
多い	0.0117
多摩	0.0235
大学	0.0211
学校	0.0291
学部	0.0117
家	0.0229
就任	0.0117
居住	0.0117
山口	0.0235
工学	0.0117
工学院大学	0.0117
工手	0.0117
工科	0.0117
工芸	0.0290
帖	0.0117
平和	0.0117
年	0.2846
年生	0.0105
建築	0.1292
建設	0.0105
彰	0.0117
後	0.0117
後進	0.0117
忠	0.0587
思潮	0.0117
性	0.0117
戸川	0.0117
技術	0.0117
担当	0.0117
指導	0.0105
捨己	0.0117
接す	0.0117
政	0.0117
教員	0.0235
教授	0.0105
敬一	0.0117
文化	0.0290
新制	0.0290
施設	0.0117
日本	0.0211
旧姓	0.0117
早稲田大学	0.0117
時代	0.0117
曽	0.0211
東京	0.0333
森口	0.0211
検索	0.0117
橋	0.0117
武蔵	0.0117
武蔵工業大学	0.0211
民家	0.0117
没	0.0352
派	0.0235
浜岡	0.0361
渡る	0.0090
現	0.0117
現存	0.0117
生	0.0117
生活	0.0105
百科	0.0117
県	0.0169
知り合う	0.0117
研究	0.0117
社	0.0097
禰	0.0117
禰達	0.0117
移る	0.0117
移住	0.0117
移動	0.0117
空間	0.0117
等々力	0.0117
経歴	0.0105
編	0.0235
編集	0.0290
聖	0.0117
聖蹟	0.0290
萩	0.0117
著	0.0235
著作	0.0180
蔵	0.0117
蔵田	0.0211
要太郎	0.0117
計画	0.0235
記念	0.0470
設計	0.0235
訳	0.0105
訳書	0.0117
講師	0.0105
講義	0.0117
農家	0.0117
近代	0.0235
選科	0.0117
都市	0.0316
里	0.0235
録	0.0117
関わる	0.0105
関係	0.0117
関根	0.0235
閣	0.0117
館	0.0352
高等	0.0316
