

	0.0429

ど	0.0661

も	0.0661

ｩ	0.0661
 
	0.0477
。
	0.1286
。 	0.0661
。。	0.7935
。ち	0.0661
。ﾘ	0.0661
ぃぃ	0.0661
ぃん	0.0661
ぅど	0.0661
ぅﾏ	0.0661
ぉせ	0.0661
ぉで	0.0661
ぉ大	0.0661
かれ	0.0661
きだ	0.0661
こと	0.0661
しょ	0.0661
せｩ	0.0661
た。	0.0391
たっ	0.0661
たの	0.0661
だっ	0.1186
ちょ	0.0661
った	0.0477
って	0.1322
て。	0.0661
てた	0.0661
てｺ	0.0661
でも	0.0661
とゎ	0.1186
どぉ	0.1186
に。	0.0661
のこ	0.0661
のに	0.0661
ばれ	0.0593
もぃ	0.0661
もぅ	0.1186
ょ。	0.0661
ょぉ	0.0661
れた	0.0508
れて	0.0593
ゎか	0.0661
ゎも	0.0661
ゎ遊	0.0661
んだ	0.0661
大好	0.0661
好き	0.0593
彼氏	0.0661
氏と	0.0661
無理	0.0661
理。	0.0661
遊ば	0.0661
ｩﾁ	0.1186
ｶし	0.0661
ｺﾄ	0.0661
ｽｶ	0.0661
ﾁの	0.0661
ﾁゎ	0.0661
ﾁﾞ	0.0661
ﾄ。	0.0661
ﾏﾁ	0.0661
ﾘｽ	0.0661
ﾞ無	0.0661
