
─	0.0599

ﾅ	0.0599

￡	0.0599
 ＠	0.0599
ιﾚ	0.0599
τ″	0.1074
τも	0.0599
″。	0.0599
″す	0.1074
″茶	0.0599
″ﾅ	0.0599
″ﾚ	0.0599
⊂τ	0.0599
⊂ﾅ	0.0599
─⊂	0.1074
。
	0.1552
。今	0.0599
ぅご	0.0599
ぅ客	0.0599
ぉﾚ	0.1074
ご。	0.0599
ごめ	0.0599
ご､	0.0599
す。	0.1197
すね	0.0599
ね。	0.0599
まご	0.1197
ます	0.0599
まﾅ	0.0599
ま￡	0.0599
めﾅ	0.0599
もぉ	0.0599
ょぅ	0.0599
ょま	0.1480
ょょ	0.1074
ょ丶	0.0599
ょ良	0.0599
ょ＜	0.0599
ゞ─	0.0599
ヽι	0.0599
ヽτ	0.0599
ヽま	0.0599
ヽ天	0.0599
ヽ､	0.1074
丶 	0.0599
今日	0.0599
天気	0.0599
客ﾅ	0.0599
客ﾚ	0.0599
市食	0.0599
日ﾚ	0.0599
木市	0.0432
気τ	0.0599
良ﾚ	0.0599
茶ｶ	0.0599
食ぅ	0.0599
＜木	0.0599
＠客	0.0599
､ｷ	0.1074
､ﾅ	0.0599
ｶゞ	0.0599
ｷ″	0.1074
ﾅ″	0.0599
ﾅょ	0.1838
ﾅﾆ	0.1074
ﾆ″	0.0599
ﾆま	0.0599
ﾚょ	0.1480
ﾚヽ	0.1838
￡ヽ	0.1074
